"record","fhcounter","host","fhlrcounter","litnum","state","country","notes","citation","taxon","author","year","current","kingdom","phylum","class","order","family","genus","species","header"
"190066",1434,"Pseudotsuga menziesii","172566","6246","Canada","Canada",NA,"Singh, P.. 1981. %Armillaria mellea%: Distribution and hosts in Newfoundland and Labrador.. Canad. Pl. Dis. Surv. 61:31-36","Armillaria mellea","(Vahl) P. Kumm.",1871,"190066","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_mellea","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;Armillaria_mellea"
"190066",1434,"Pseudotsuga menziesii","1456040","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Armillaria mellea","(Vahl) P. Kumm.",1871,"190066","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_mellea","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;Armillaria_mellea"
"190066",1434,"Pseudotsuga menziesii","1416670","42066",NA,"Japan",NA,"Kobayashi, T.. 2007. Index of fungi inhabiting woody plants in Japan. Host, Distribution and Literature. Zenkoku-Noson-Kyoiku Kyokai Publishing Co., Ltd. :1227","Armillaria mellea","(Vahl) P. Kumm.",1871,"190066","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_mellea","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;Armillaria_mellea"
"333334",1620,"Pseudotsuga menziesii","2993","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Leucogyrophana pseudomollusca","(Parmasto) Parmasto",1967,"333334","Fungi","Basidiomycota","Agaricomycetes","Boletales","Hygrophoropsidaceae","Leucogyrophana","Leucogyrophana_pseudomollusca","Fungi;Basidiomycota;Agaricomycetes;Boletales;Hygrophoropsidaceae;Leucogyrophana;Leucogyrophana_pseudomollusca"
"326002",1664,"Pseudotsuga menziesii","3062","44","Idaho","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Aleurodiscus spiniger","D.P. Rogers & P.A. Lemke",1964,"326002","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_spiniger","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Aleurodiscus;Aleurodiscus_spiniger"
"326002",1664,"Pseudotsuga menziesii","3063","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Aleurodiscus spiniger","D.P. Rogers & P.A. Lemke",1964,"326002","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_spiniger","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Aleurodiscus;Aleurodiscus_spiniger"
"326002",1664,"Pseudotsuga menziesii","3061","277","Arizona","United States",NA,"BPI. n/a. National Fungus Collections. U.S. Department of Agriculture, Beltsville, MD :n/a","Aleurodiscus spiniger","D.P. Rogers & P.A. Lemke",1964,"326002","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_spiniger","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Aleurodiscus;Aleurodiscus_spiniger"
"326002",1664,"Pseudotsuga menziesii","3060","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Aleurodiscus spiniger","D.P. Rogers & P.A. Lemke",1964,"326002","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_spiniger","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Aleurodiscus;Aleurodiscus_spiniger"
"326002",1664,"Pseudotsuga menziesii","1456026","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Aleurodiscus spiniger","D.P. Rogers & P.A. Lemke",1964,"326002","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_spiniger","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Aleurodiscus;Aleurodiscus_spiniger"
"292522",1701,"Pseudotsuga menziesii","3137","291","Arizona","United States",NA,"Chamuris, G.P.. 1988. The nonstipitate stereoid fungi in the northeastern United States and adjacent Canada. Mycol. Mem. 14:1-247","Amylostereum chailletii","(Pers.) Boidin",1958,"292522","Fungi","Basidiomycota","Agaricomycetes","Russulales","Echinodontiaceae","Amylostereum","Amylostereum_chailletii","Fungi;Basidiomycota;Agaricomycetes;Russulales;Echinodontiaceae;Amylostereum;Amylostereum_chailletii"
"292522",1701,"Pseudotsuga menziesii","3136","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Amylostereum chailletii","(Pers.) Boidin",1958,"292522","Fungi","Basidiomycota","Agaricomycetes","Russulales","Echinodontiaceae","Amylostereum","Amylostereum_chailletii","Fungi;Basidiomycota;Agaricomycetes;Russulales;Echinodontiaceae;Amylostereum;Amylostereum_chailletii"
"292522",1701,"Pseudotsuga menziesii","199148","6192",NA,"New Zealand",NA,"Dingley, J.M.. 1969. Host plants, pathogens, and physiological diseases. New Zealand Dept. Sci. Industr. Res. Bull. 192:10-87","Amylostereum chailletii","(Pers.) Boidin",1958,"292522","Fungi","Basidiomycota","Agaricomycetes","Russulales","Echinodontiaceae","Amylostereum","Amylostereum_chailletii","Fungi;Basidiomycota;Agaricomycetes;Russulales;Echinodontiaceae;Amylostereum;Amylostereum_chailletii"
"292522",1701,"Pseudotsuga menziesii","1456030","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Amylostereum chailletii","(Pers.) Boidin",1958,"292522","Fungi","Basidiomycota","Agaricomycetes","Russulales","Echinodontiaceae","Amylostereum","Amylostereum_chailletii","Fungi;Basidiomycota;Agaricomycetes;Russulales;Echinodontiaceae;Amylostereum;Amylostereum_chailletii"
"8315",2073,"Pseudotsuga menziesii","3877","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Gelatinosporium","Peck",1873,"8315","Fungi","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae","Gelatinosporium","Gelatinosporium_sp","Fungi;Ascomycota;Leotiomycetes;Leotiales;Tympanidaceae;Gelatinosporium;Gelatinosporium_sp"
"263180",2140,"Pseudotsuga menziesii","3980","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Diatrype diffidens","Kauffman",1930,"263180","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Diatrype","Diatrype_diffidens","Fungi;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;Diatrype;Diatrype_diffidens"
"320609",2154,"Pseudotsuga menziesii","4004","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Plectosphaerella cucumerina","(Lindf.) W. Gams",1972,"320609","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella_cucumerina","Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Plectosphaerella;Plectosphaerella_cucumerina"
"8040",2205,"Pseudotsuga menziesii","4083","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Dinemasporium","Lév.",1846,"8040","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_order_incertae_sedis","Sordariomycetes_family_incertae_sedis","Dinemasporium","Dinemasporium_sp","Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_order_incertae_sedis;Sordariomycetes_family_incertae_sedis;Dinemasporium;Dinemasporium_sp"
"810156",2266,"Pseudotsuga menziesii","4189","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Neonectria obtusispora","(Cooke & Harkn.) Rossman, L. Lombard & Crous",2014,"810156","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neonectria","Neonectria_obtusispora","Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Neonectria;Neonectria_obtusispora"
"135236",2288,"Pseudotsuga menziesii","4222","44","Washington","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Chaetodermella luna","(Romell ex D.P. Rogers & H.S. Jacks.) Rauschert",1988,"135236","Fungi","Basidiomycota","Agaricomycetes","Gloeophyllales","Gloeophyllaceae","Chaetodermella","Chaetodermella_luna","Fungi;Basidiomycota;Agaricomycetes;Gloeophyllales;Gloeophyllaceae;Chaetodermella;Chaetodermella_luna"
"9257",2430,"Pseudotsuga menziesii","4576","99","Oregon","United States",NA,"Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Penicillium","Link",1809,"9257","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_sp","Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_sp"
"9257",2430,"Pseudotsuga menziesii","4577","3715","Oregon","United States",NA,"Miller, D.J., Knutson, D.M., and Tocher, R.D.. 1983. Chemical brown staining of Douglas-fir sapwood. Forest Prod. J. 33:44-48","Penicillium","Link",1809,"9257","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_sp","Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_sp"
"9257",2430,"Pseudotsuga menziesii","4578","44","Washington","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Penicillium","Link",1809,"9257","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_sp","Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_sp"
"9257",2430,"Pseudotsuga menziesii","1456207","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Penicillium","Link",1809,"9257","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_sp","Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_sp"
"2456",2536,"Pseudotsuga menziesii","4803","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Hypoxylon","Bull.",1791,"2456","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon","Hypoxylon_sp","Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Hypoxylon;Hypoxylon_sp"
"8971",2547,"Pseudotsuga menziesii","4826","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Monochaetia","(Sacc.) Allesch.",1902,"8971","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Amphisphaeriaceae","Monochaetia","Monochaetia_sp","Fungi;Ascomycota;Sordariomycetes;Amphisphaeriales;Amphisphaeriaceae;Monochaetia;Monochaetia_sp"
"809764",2572,"Pseudotsuga menziesii","4872","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Neopestalotiopsis clavispora","(G.F. Atk.) Maharachch., K.D. Hyde & Crous",2014,"809764","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis","Neopestalotiopsis_clavispora","Fungi;Ascomycota;Sordariomycetes;Amphisphaeriales;Pestalotiopsidaceae;Neopestalotiopsis;Neopestalotiopsis_clavispora"
"308802",2573,"Pseudotsuga menziesii","4873","470","Oregon","United States","On wood.","Liberta, A.E.. 1960. A taxonomic analysis of section Athele of the genus %Corticium%. I. Genus %Xenasma%. Mycologia 52::884-914","Aphanobasidium subnitens","(Bourdot & Galzin) Jülich",1979,"308802","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Radulomycetaceae","Aphanobasidium","Aphanobasidium_subnitens","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Radulomycetaceae;Aphanobasidium;Aphanobasidium_subnitens"
"310464",2841,"Pseudotsuga menziesii","5351","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Ceraceomyces tessulatus","(Cooke) Jülich",1972,"310464","Fungi","Basidiomycota","Agaricomycetes","Amylocorticiales","Amylocorticiaceae","Ceraceomyces","Ceraceomyces_tessulatus","Fungi;Basidiomycota;Agaricomycetes;Amylocorticiales;Amylocorticiaceae;Ceraceomyces;Ceraceomyces_tessulatus"
"179806",2873,"Pseudotsuga menziesii","5404","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Mucronella calva","(Alb. & Schwein.) Fr.",1874,"179806","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_family_incertae_sedis","Mucronella","Mucronella_calva","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricales_family_incertae_sedis;Mucronella;Mucronella_calva"
"190066",2880,"Pseudotsuga menziesii var. glauca","5423","2291","Colorado","United States",NA,"James, R.L., and Goheen, D.J.. 1981. Conifer mortality associated with root disease and insects in Colorado. Pl. Dis. 65:506-507","Armillaria mellea","(Vahl) P. Kumm.",1871,"190066","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_mellea","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;Armillaria_mellea"
"316750",2890,"Pseudotsuga menziesii","5447","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Leptosporomyces galzinii","(Bourdot) Jülich",1972,"316750","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Leptosporomyces","Leptosporomyces_galzinii","Fungi;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Leptosporomyces;Leptosporomyces_galzinii"
"284309",2982,"Pseudotsuga menziesii","5671","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Aspergillus niger","Tiegh.",1867,"284309","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_niger","Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus_niger"
"217312",3010,"Pseudotsuga menziesii","1275819","25284","California","United States",NA,"French, A.M.. 1989. California Plant Disease Host Index.. Calif. Dept. Food Agric., Sacramento :394","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"217312",3010,"Pseudotsuga menziesii","5721","44","Idaho","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"217312",3010,"Pseudotsuga menziesii","5720","99","Oregon","United States",NA,"Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"217312",3010,"Pseudotsuga menziesii","5722","44","Montana","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"217312",3010,"Pseudotsuga menziesii","199149","6192",NA,"New Zealand",NA,"Dingley, J.M.. 1969. Host plants, pathogens, and physiological diseases. New Zealand Dept. Sci. Industr. Res. Bull. 192:10-87","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"217312",3010,"Pseudotsuga menziesii","183933","6224",NA,"New Zealand",NA,"Pennycook, S.R.. 1989. Plant diseases recorded in New Zealand. 3 Vol.. Pl. Dis. Div., D.S.I.R., Auckland :--","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"217312",3010,"Pseudotsuga menziesii","1322872","40040",NA,"New Zealand",NA,"Gadgil, P.D.. 2005. Fungi on trees and shrubs in New Zealand. Fungi of New Zealand (Volume 4). Fungal Diversity Press, Hong Kong :437","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"217312",3010,"Pseudotsuga menziesii","1456056","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"217312",3010,"Pseudotsuga menziesii","191225","6732",NA,"Australia",NA,"Sampson, P.J., and Walker, J.. 1982. An Annotated List of Plant Diseases in Tasmania.. Department of Agriculture Tasmania :121","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"217312",3010,"Pseudotsuga menziesii","770856","34350","Canada, British Columbia","Canada",NA,"Hilton, S., Ed.. 2000. Canadian Plant Disease Survey. Agriculture and Agri-Food Canada 80:151","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"172050",3041,"Pseudotsuga menziesii","5782","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Chaetomium elatum","Kunze",1818,"172050","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium_elatum","Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;Chaetomium_elatum"
"172050",3041,"Pseudotsuga menziesii","1456070","8376","Canada","Canada","On leaf surface.","Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Chaetomium elatum","Kunze",1818,"172050","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium_elatum","Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;Chaetomium_elatum"
"101771",3181,"Pseudotsuga menziesii","6012","99","Oregon","United States","On twigs and needles.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Aureobasidium pullulans","(de Bary & Löwenthal) G. Arnaud",1918,"101771","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans","Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium_pullulans"
"101771",3181,"Pseudotsuga menziesii","6013","692","Oregon","United States","On twigs and needles.","Sherwood, M., and Carroll, G.. 1974. Fungal succession on needles and young twigs of old-growth Douglas fir. Mycologia 66:499-506","Aureobasidium pullulans","(de Bary & Löwenthal) G. Arnaud",1918,"101771","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans","Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium_pullulans"
"101771",3181,"Pseudotsuga menziesii","6014","44","Washington","United States","On twigs and needles.","Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Aureobasidium pullulans","(de Bary & Löwenthal) G. Arnaud",1918,"101771","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans","Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium_pullulans"
"101771",3181,"Pseudotsuga menziesii","1456046","8376","Canada","Canada","On twigs and needles.","Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Aureobasidium pullulans","(de Bary & Löwenthal) G. Arnaud",1918,"101771","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans","Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium_pullulans"
"818841",3212,"Pseudotsuga menziesii","6088","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Dichotomopilus funicola","(Cooke) X.Wei Wang & Samson",2016,"818841","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Dichotomopilus","Dichotomopilus_funicola","Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Dichotomopilus;Dichotomopilus_funicola"
